post_number,subject,username,date
454,I just added .017,PENNYPRINCE 1,2009-10-13
455,hello James......I've been watching this since it was,Step-by-Step,2009-10-14
456,Banjo I am disgusted but IMO this is,PENNYPRINCE 1,2009-10-14
457,"thanks.........good grief, look at that spread",Step-by-Step,2009-10-14
458,I dont see selling now for 2 days,PENNYPRINCE 1,2009-10-14
459,Well I am glad you are here because,PENNYPRINCE 1,2009-10-14
460,"Still here and believing, Hope they find a",pmunch,2009-10-14
461,definately checking in...2 or 3 times a day,Step-by-Step,2009-10-15
462,TY u2,PENNYPRINCE 1,2009-10-15
463,You and me BOTH and I am sure,PENNYPRINCE 1,2009-10-15
464,Jumped in here at .017.... looks interesting.,odi33,2009-10-15
465,Welcome and good luck IMO a great price,PENNYPRINCE 1,2009-10-15
466,I dont know if we have seen the,PENNYPRINCE 1,2009-10-17
467,Rember mesg.#104 I said it looked like it,MUSHROOMKING,2009-10-22
468,I should have listened to you. Anyway I,PENNYPRINCE 1,2009-10-22
469,I'm back on board with you we need,MUSHROOMKING,2009-10-22
470,Did you buy some and hopefully we can,PENNYPRINCE 1,2009-10-22
471,yes at .014 got a bag full and,MUSHROOMKING,2009-10-23
472,Ditto I am in at higher levels but,PENNYPRINCE 1,2009-10-23
473,it can only retest low's made if it,MUSHROOMKING,2009-10-23
474,IMO it will hold and rise.,PENNYPRINCE 1,2009-10-23
475,Just got off the phone with the office,MUSHROOMKING,2009-10-23
476,"Will do, look forward to finding GOLD ,,,",pmunch,2009-10-23
477,Heh heh heh we held her today mate!,MUSHROOMKING,2009-10-23
478,Well if you hear fro Kyle ask him,PENNYPRINCE 1,2009-10-23
479,Did you reac Kyle and anything new on,PENNYPRINCE 1,2009-10-26
480,no he hasn't so I'll try and call,MUSHROOMKING,2009-10-26
481,They dropped the offfer from >017 to .0165.,PENNYPRINCE 1,2009-10-26
482,I had some cash and just added 100,PENNYPRINCE 1,2009-10-27
483,I was thinking about adding some today. I,MUSHROOMKING,2009-10-27
484,I would like to own some at .013,PENNYPRINCE 1,2009-10-27
485,EVERY PUBLIC INVESTOR NEEDS TO READ THIS POST!!!,Don Patterson,2009-10-28
486,Don I have been buying and I am,PENNYPRINCE 1,2009-10-28
487,someone should forward that post to the sec.,MUSHROOMKING,2009-10-28
488,I think that has already been done and,PENNYPRINCE 1,2009-10-28
489,"I completely trust Sean, he is the only",Don Patterson,2009-10-28
490,Don Ty I will look into it and,PENNYPRINCE 1,2009-10-28
491,Amen Brother...Amen...and I'm not even religious!,Don Patterson,2009-10-28
492,<<<I think that has already been done and,basserdan,2009-10-28
493,WELL I got a little about 100 AT,PENNYPRINCE 1,2009-10-28
494,did you find out anything about the bills,MUSHROOMKING,2009-10-28
495,I did call and heard that the company,PENNYPRINCE 1,2009-10-29
496,<<<I do Like Kyle and IMO an honest guy.>>>,basserdan,2009-10-29
497,I plan on adding Monday and IMO this,PENNYPRINCE 1,2009-10-31
498,I'm on board with you not ready to,MUSHROOMKING,2009-11-02
499,Welcome and I afree news would be good,PENNYPRINCE 1,2009-11-03
500,Looks like time to go on the bid,PENNYPRINCE 1,2009-11-13
501,"Unfortunately for most of us, you have been",Leigh01,2009-11-13
502,I dis agree. But i am feeling the,PENNYPRINCE 1,2009-11-13
503,"Well said, Leigh01!",basserdan,2009-11-13
504,got back some green today. hope it keeps,MUSHROOMKING,2009-11-13
505,Nice volume and nice price movement maybe we,PENNYPRINCE 1,2009-11-13
506,sent out e-mail from the web site this,MUSHROOMKING,2009-11-17
507,Don Patterson's response to Seafarer's Attorney!,Don Patterson,2009-11-18
508,<DELETED>,<DELETED>,2009-11-18
509,<DELETED>,<DELETED>,2009-11-18
510,I agree and at this price any good,PENNYPRINCE 1,2009-11-18
511,I agree. I plan on adding and I,PENNYPRINCE 1,2009-11-18
512,<DELETED>,<DELETED>,2009-11-18
513,"Sir,These are the facts, and only the facts!",Don Patterson,2009-11-18
514,"Here, how's this for good news; Seafarer will",floridatreasurecapt,2009-11-18
515,<DELETED>,<DELETED>,2009-11-18
516,I guess time will tell!!  :),whatsupdude,2009-11-18
517,<DELETED>,<DELETED>,2009-11-18
518,<DELETED>,<DELETED>,2009-11-18
519,SEAFARER'S CAPTAIN SETS RECORD STRAIGHT,floridatreasurecapt,2009-11-19
520,<DELETED>,<DELETED>,2009-11-19
521,"NOTE: All Off-Topic posts, Attacks and Self promotion",pmunch,2009-11-19
522,"This is NOT personal, and is DEFINITELY NOT",Don Patterson,2009-11-19
523,<DELETED>,<DELETED>,2009-11-19
524,My issue is between OCS and Seafarer ONLY!,Don Patterson,2009-11-19
525,<DELETED>,<DELETED>,2009-11-19
526,<DELETED>,<DELETED>,2009-11-19
527,<DELETED>,<DELETED>,2009-11-19
528,"I totally agree, and so do that of",floridatreasurecapt,2009-11-20
529,Third Quarter 10K report good read for investors,TreasureInvestor,2009-11-21
530,<DELETED>,<DELETED>,2009-11-21
531,CAPTAIN’S RESPONSE TO TreasureInvestor,floridatreasurecapt,2009-11-21
532,Seafarer 10K report and Florida Treasure Captains comments,TreasureInvestor,2009-11-21
533,Well said.,PENNYPRINCE 1,2009-11-22
534,SEAFARER CAPTAIN SETS RECORD STRAIGHT BUT WHAT IF?,BigStu,2009-11-24
535,<<<As an shareholder; I picked up some interesting,basserdan,2009-11-24
536,Reply to basserdan,BigStu,2009-11-24
537,"Did that already, the Company is sound ",pmunch,2009-11-24
538,CAPTAIN RESPONDS,floridatreasurecapt,2009-11-25
539,<DELETED>,<DELETED>,2009-11-25
540,Don Patterson is completely OVER SFRX and IHUB!,Don Patterson,2009-11-25
541,Well said.,basserdan,2009-11-25
542,"Have a nice life, and a Happy Turkey Day",pmunch,2009-11-25
543,I added a P-bunch today at .0125 I,PENNYPRINCE 1,2009-11-25
544,Still a little selling but maybe buing at,PENNYPRINCE 1,2009-11-28
545,I got some of the .012,PENNYPRINCE 1,2009-12-01
546,I added and so did alot of buyers.Hopefully,PENNYPRINCE 1,2009-12-07
547,I added .011,PENNYPRINCE 1,2009-12-11
548,Added more at .011 and .012 and nice,PENNYPRINCE 1,2009-12-15
549,looking better I'm tired of bailing water! your,MUSHROOMKING,2009-12-15
550,<<<Added more at .011 and .012 and nice,basserdan,2009-12-15
551,Well I am on that page but at,PENNYPRINCE 1,2009-12-15
552,There sure is some volume today and mostly,PENNYPRINCE 1,2009-12-18
553,Hopefully the selling and tax selling are about,PENNYPRINCE 1,2009-12-18
554,"Not recently, waiting for a PR when they",pmunch,2009-12-18
555,Well maybe we can get some news before,PENNYPRINCE 1,2009-12-20
556,With some news this one will break out,remyfen,2009-12-20
557,I agree and IMO this is a level,PENNYPRINCE 1,2009-12-20
558,I added a bunch at .011,PENNYPRINCE 1,2009-12-21
559,Added a little at .01,PENNYPRINCE 1,2010-01-07
560,<<<Added a little at .01>>>,basserdan,2010-01-07
561,charts looking poised on this one,BuckeyeTrader,2010-01-15
562,I agree and loaded a bunch today,PENNYPRINCE 1,2010-01-15
563,Looks like time to add hopefully the relentless,PENNYPRINCE 1,2010-01-15
564,I added a bunch about .0105,PENNYPRINCE 1,2010-01-15
565,i got a ton at .01,BuckeyeTrader,2010-01-16
566,"SFRX got some attention on friday , looking",cashflow429,2010-01-17
567,Well done and hopefully we continue higher Tuesday.,PENNYPRINCE 1,2010-01-17
568,Seriuos voulume and maybe we see a quick,PENNYPRINCE 1,2010-01-17
569,I plan on adding more tomorrow.,PENNYPRINCE 1,2010-01-18
570,"Cant wait until 2morrow , SFRX is goin",cashflow429,2010-01-18
571,SFRX looking to make a nice move this week,cashflow429,2010-01-18
572,SFRX looking great this morning .0105 i left,cashflow429,2010-01-19
573,Why?   Do you expect news?,PENNYPRINCE 1,2010-01-19
574,I agree .02 but not sure about .03,PENNYPRINCE 1,2010-01-19
575,not sure i heard rumor about news,cashflow429,2010-01-19
576,Well we are overdue and I may add,PENNYPRINCE 1,2010-01-19
577,<<<not sure i heard rumor about news>>> ,basserdan,2010-01-19
578,need some news!,BuckeyeTrader,2010-01-19
579,Hopefully sooooon.,PENNYPRINCE 1,2010-01-19
580,Well maybe next week.  Most comapnies dont,PENNYPRINCE 1,2010-01-21
581,SFRX got some huge buys today,cashflow429,2010-01-21
582,Class Action Lawsuit Filed Against Seafarer,floridatreasurecapt,2010-01-21
583,<<<SFRX got some huge buys today>>> ,basserdan,2010-01-21
584,Not me but still on the bid,PENNYPRINCE 1,2010-01-22
585,SFRX ask real thin needs to get slapped,cashflow429,2010-01-22
586,SFRX charts showing its due for a move,cashflow429,2010-01-26
587,"I added 200,000 at .0065",PENNYPRINCE 1,2010-01-26
588,"Does that amount to $130 bucks plus commission, James?",basserdan,2010-01-26
589,130 LOL Still on the bid and will,PENNYPRINCE 1,2010-01-30
590,is going on here james444? i am getting,ChinaDude,2010-02-02
591,I have not heard much more on the,PENNYPRINCE 1,2010-02-02
592,How does the SFRX chart look NOW? Do,PENNYPRINCE 1,2010-02-03
593,them not working has nothing to do with,saltydog1733,2010-02-05
594,Anyone still interested in this stock should realize,BuytheDip,2010-02-06
595,"This is a response to  'floridatreasurecapt', after",shorty81,2010-02-08
596,So what are you trying to tell us,BuytheDip,2010-02-08
597,RESPONSE TO SHORTY81,floridatreasurecapt,2010-02-09
598,Looks like the selling has ended.,PENNYPRINCE 1,2010-02-10
599,<<<Looks like the selling has ended.>>> ,basserdan,2010-02-10
600,<DELETED>,<DELETED>,2010-02-10
601,Maybe the selling has ended back to .01,PENNYPRINCE 1,2010-02-17
602,It would be nice to see some volume.,PENNYPRINCE 1,2010-02-26
603,I'd say buy the lawsuit is B.S. It,shorty81,2010-03-01
604,<<<I'd say buy the lawsuit is B.S.>>> ,basserdan,2010-03-01
605,SEAFARER FACES (2) ADDITIONAL LAWSUITS FILED TODAY,floridatreasurecapt,2010-03-01
606,<DELETED>,<DELETED>,2010-03-01
607,The suit is B.S. those plaintiffs are in,shorty81,2010-03-01
608,<<<The suit is B.S. those plaintiffs are in,basserdan,2010-03-01
609,Those 30 million shares are all Micahs' given,shorty81,2010-03-01
610,<DELETED>,<DELETED>,2010-03-01
611,<<<Nice try but the judge can only act,basserdan,2010-03-01
612,Pending,shorty81,2010-03-01
613,<DELETED>,<DELETED>,2010-03-01
614,I forgot to paste the docket for you. ,shorty81,2010-03-01
615,<<<I forgot to paste the docket for you.>>>,basserdan,2010-03-01
616,There is actually a hearing tomorrow on the dismissal.,shorty81,2010-03-01
617,<DELETED>,<DELETED>,2010-03-01
618,<DELETED>,<DELETED>,2010-03-01
619,<DELETED>,<DELETED>,2010-03-01
620,<DELETED>,<DELETED>,2010-03-01
621,<DELETED>,<DELETED>,2010-03-01
622,<DELETED>,<DELETED>,2010-03-01
623,SEAFARER CEO OWES IRS ALMOST A MILLION DOLLARS.,floridatreasurecapt,2010-03-02
624,<DELETED>,<DELETED>,2010-03-02
625,even  if  he  is the,copytech,2010-03-02
626,I called the company. It was not 800k,shorty81,2010-03-02
627,ok  if  you got truthful info,copytech,2010-03-02
628,<DELETED>,<DELETED>,2010-03-02
629,again the guy  can be the biggest,copytech,2010-03-02
630,<DELETED>,<DELETED>,2010-03-02
631,for example the fact that a lawsuit exists,shorty81,2010-03-02
632,oh  i agree he  can ,copytech,2010-03-02
633,Looks like a little buying today.,PENNYPRINCE 1,2010-03-03
634,More buying today and maybe we can see,PENNYPRINCE 1,2010-03-05
635,Looks like Seafarer is making a move.,shorty81,2010-03-05
636,Seafarer has no permits to secure their mission,floridatreasurecapt,2010-03-05
637,Then why dont you sell? Why be so,PENNYPRINCE 1,2010-03-05
638,I called the company and asked about some,shorty81,2010-03-05
639,Someone with postings that are always negative how,shorty81,2010-03-05
640,"I love the upward motion go, go, go,",shorty81,2010-03-05
641,All I can do shorty81 is tell the,floridatreasurecapt,2010-03-05
642,Maybe but regardless looks like things could be,PENNYPRINCE 1,2010-03-06
643,"Seafarer Exploration Files ""Slap Suit"" against Captain",floridatreasurecapt,2010-03-06
644,<DELETED>,<DELETED>,2010-03-06
645,<DELETED>,<DELETED>,2010-03-06
646,That's great news!  Now when are they,BuytheDip,2010-03-09
647,<DELETED>,<DELETED>,2010-03-09
648,<DELETED>,<DELETED>,2010-03-09
649,Nice action today.,PENNYPRINCE 1,2010-03-12
650,Maybe we can see .02 next week. Looks,PENNYPRINCE 1,2010-03-13
651,Look for positive developments very soon.....possibly next week.,northofadollar,2010-03-16
652,Why do you suggest this?,IAMMINDFULL,2010-03-17
653,I believe the permits are in hand and,northofadollar,2010-03-17
654,Thanks for the response. What have you heard,IAMMINDFULL,2010-03-18
655,Every one of those numbers sounds good to,PENNYPRINCE 1,2010-03-18
656,The estimates I've heard are $500 million to,northofadollar,2010-03-18
657,As far as numbers are concerned I'm not,northofadollar,2010-03-18
658,Those are in deed impressive numbers and anything,IAMMINDFULL,2010-03-18
659,I'm 100% sure this is the time but,northofadollar,2010-03-18
660,"Very much appreciate the response, sounds good.I'm hoping",IAMMINDFULL,2010-03-18
661,You might have time. I am thinking they,northofadollar,2010-03-18
662,We will see what next week brings then,IAMMINDFULL,2010-03-18
663,Well I dont know if you guys are,PENNYPRINCE 1,2010-03-19
664,I haven't bought any today but the same,northofadollar,2010-03-19
665,<DELETED>,<DELETED>,2010-03-19
666,<DELETED>,<DELETED>,2010-03-19
667,"<<<Well, its next week? And next week will",basserdan,2010-03-22
668,News would be great and hopefully soon but,PENNYPRINCE 1,2010-03-23
669,Is that really waht people are in it,IAMMINDFULL,2010-03-24
670,"1.53m shares traded and closes at .014, what?!",IAMMINDFULL,2010-03-24
671,Looks like someone was unloading or shorting.,shorty81,2010-03-24
672,"Ya think!? It is now Thursday, no news?",IAMMINDFULL,2010-03-25
673,"<<<Ya think!? It is now Thursday, no news?",basserdan,2010-03-25
674,No I sure have not and very good,IAMMINDFULL,2010-03-25
675,I did call Kyle today he told me,shorty81,2010-03-25
676,At this point it might be extremely hard,northofadollar,2010-03-26
677,Well no activity yesterday maybe the sellers are,PENNYPRINCE 1,2010-03-27
678,<<<...and if we do get news maybe we,basserdan,2010-03-27
679,Well if the announcd they had a permit,northofadollar,2010-03-27
680,so far looks like no one is taking,IAMMINDFULL,2010-03-29
681,So quiet you could hear a pin drop?,IAMMINDFULL,2010-03-30
682,"Hello, testing one two three any body out",IAMMINDFULL,2010-03-31
683,Just hanging around at this point waiting on,northofadollar,2010-03-31
684,Waiting on the hard copy? Any idea of,IAMMINDFULL,2010-03-31
685,I really thought it would be in their,northofadollar,2010-03-31
686,"Yes, we shall see what comes up, from",IAMMINDFULL,2010-04-01
687,INVEST IN SEAFARER? FOR LAWYERS FEES?,floridatreasurecapt,2010-04-03
688,<<<I invite any potential investor who really wants,basserdan,2010-04-03
689,My e-mail is reefdawg@bellsouth.net,floridatreasurecapt,2010-04-03
690,I hope you realize that if anyone buys,northofadollar,2010-04-05
691,I agree and based on the action the,PENNYPRINCE 1,2010-04-06
692,I believe they are very very close right,northofadollar,2010-04-06
693,I found out they do have a PR,shorty81,2010-04-06
694,Well lets hope the permit comes in soon,PENNYPRINCE 1,2010-04-07
695,"I am holdin on, I hope it comes",shorty81,2010-04-07
696,There's at least one entity that thinks the,northofadollar,2010-04-07
697,Yup and I am still getting a little,shorty81,2010-04-08
698,"Thanks for the info, hope it is accurate",IAMMINDFULL,2010-04-10
699,A little selling last Friday may add more,PENNYPRINCE 1,2010-04-11
700,"I think maybe this week or very soon,",IAMMINDFULL,2010-04-11
701,I hear very soon but I've been hearing,northofadollar,2010-04-12
702,You know when they announce the permit I'm,northofadollar,2010-04-12
703,"Good information, time will tell. That is always",IAMMINDFULL,2010-04-13
704,This doesn't look good...,Jeff K,2010-04-15
705,Very positive developments today and in my opinion,northofadollar,2010-04-16
706,"northofadollar, did you not read the K filing,",floridatreasurecapt,2010-04-16
707,Sure did read it and will tell you,northofadollar,2010-04-16
708,"If you know something more, why not just",IAMMINDFULL,2010-04-16
709,I agree didnt look good but maybe thats,PENNYPRINCE 1,2010-04-17
710,Have you noticed the last 2 trading days,northofadollar,2010-04-17
711,You are correct. There has been decent buying,northofadollar,2010-04-17
712,Your pumped? Interesting? Are we pump and dumped?,IAMMINDFULL,2010-04-17
713,Captain what do you care?! You had your,IAMMINDFULL,2010-04-17
714,I did say what was happening as I,northofadollar,2010-04-18
715,and so what do you have to say,IAMMINDFULL,2010-04-19
716,Re-read post #714. Nothing has changed. Absolutely nothing.,northofadollar,2010-04-19
717,READ THIS POST - Everything has changed ,floridatreasurecapt,2010-04-20
718,"I am invested in your being correct,lets hope",IAMMINDFULL,2010-04-20
719,<DELETED>,<DELETED>,2010-04-20
720,<DELETED>,<DELETED>,2010-04-20
721,<DELETED>,<DELETED>,2010-04-20
722,<DELETED>,<DELETED>,2010-04-20
723,<DELETED>,<DELETED>,2010-04-20
724,<DELETED>,<DELETED>,2010-04-20
725,<DELETED>,<DELETED>,2010-04-20
726,You know this has taken a good long,northofadollar,2010-04-20
727,<DELETED>,<DELETED>,2010-04-20
728,<DELETED>,<DELETED>,2010-04-20
729,<DELETED>,<DELETED>,2010-04-20
730,"The State of Florida found on February 10th,",floridatreasurecapt,2010-04-21
731,Shorty....you said you made some calls? Who did,northofadollar,2010-04-21
732,<DELETED>,<DELETED>,2010-04-21
733,I only posted a few of the things,shorty81,2010-04-21
734,I know what you are saying. There really,northofadollar,2010-04-21
735,<DELETED>,<DELETED>,2010-04-21
736,Yeah and I can't wait I am thinking,shorty81,2010-04-21
737,BTW....to anyone here on this board that has,northofadollar,2010-04-21
738,<DELETED>,<DELETED>,2010-04-21
739,<DELETED>,<DELETED>,2010-04-21
740,thank you northofadollar BTW I hope it goes there,shorty81,2010-04-21
741,<DELETED>,<DELETED>,2010-04-21
742,I do believe as well that this will,IAMMINDFULL,2010-04-23
743,My thoughts are that the trading this week,northofadollar,2010-04-23
